date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:12:53	127/127	---MCZ	200	added ('OK')	text/plain	date:Wed,%2023%20Mar%202022%2011:01:59%20GMT	https://watch--bein.blogspot.com/robots.txt		(from )
15:12:53	108304/108304	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Mar%202022%2011:01:59%20GMT	https://watch--bein.blogspot.com/	C:/Users/DAMERGI/Downloads/watch%20bein/watch--bein.blogspot.com/index.html	(from )
15:12:53	1710/1710	---M-Z	200	added ('OK')	application/atom+xml	date:Wed,%2023%20Mar%202022%2011:01:59%20GMT	https://watch--bein.blogspot.com/feeds/posts/default	C:/Users/DAMERGI/Downloads/watch%20bein/watch--bein.blogspot.com/feeds/posts/default	(from https://watch--bein.blogspot.com/)
15:12:54	1008/1008	---M-Z	200	added ('OK')	application/rss+xml	date:Wed,%2023%20Mar%202022%2011:01:59%20GMT	https://watch--bein.blogspot.com/feeds/posts/default?alt=rss	C:/Users/DAMERGI/Downloads/watch%20bein/watch--bein.blogspot.com/feeds/posts/default9522	(from https://watch--bein.blogspot.com/)
15:12:54	9788/9788	---M--	200	added ('OK')	image/png	etag:%22v6839%22	https://3.bp.blogspot.com/-SVZGaFIdJew/Wr-pqiKV_HI/AAAAAAAAaDc/N6yc9COYb3QCG1Wn80rMjnBOl5ERKXFigCLcBGAs/s1600/ico.png	C:/Users/DAMERGI/Downloads/watch%20bein/3.bp.blogspot.com/-SVZGaFIdJew/Wr-pqiKV_HI/AAAAAAAAaDc/N6yc9COYb3QCG1Wn80rMjnBOl5ERKXFigCLcBGAs/s1600/ico.png	(from https://watch--bein.blogspot.com/)
15:12:54	3166/3166	---M--	200	added ('OK')	image/png	etag:%22v19cc%22	https://2.bp.blogspot.com/-THD-ll0ZxIk/WrNdZj59MII/AAAAAAAAGcs/m6K-JKhET14sK5E-74tN6NNcy3ZiqbYZQCLcBGAs/s70/R9wXSbF.png	C:/Users/DAMERGI/Downloads/watch%20bein/2.bp.blogspot.com/-THD-ll0ZxIk/WrNdZj59MII/AAAAAAAAGcs/m6K-JKhET14sK5E-74tN6NNcy3ZiqbYZQCLcBGAs/s70/R9wXSbF.png	(from https://watch--bein.blogspot.com/)
15:12:55	829/829	---M--	200	added ('OK')	image/png	etag:%22v6a20%22	https://3.bp.blogspot.com/-V-Q7Ydw5kuE/WvOijlRpnlI/AAAAAAAAah8/kiAt2LBvawojXvYkvQr0zdsNGkvGObWiACLcBGAs/s1600/down.png	C:/Users/DAMERGI/Downloads/watch%20bein/3.bp.blogspot.com/-V-Q7Ydw5kuE/WvOijlRpnlI/AAAAAAAAah8/kiAt2LBvawojXvYkvQr0zdsNGkvGObWiACLcBGAs/s1600/down.png	(from https://watch--bein.blogspot.com/)
15:12:55	1273/1273	---M--	200	added ('OK')	image/png	etag:%22v6be0%22	https://4.bp.blogspot.com/-RwRZRfZ1TbI/Wyk-tgX0AwI/AAAAAAAAa98/ops_vdF9GQIiC7-Ep1NdXxZ8DoAhH1kXACLcBGAs/s1600/android.png	C:/Users/DAMERGI/Downloads/watch%20bein/4.bp.blogspot.com/-RwRZRfZ1TbI/Wyk-tgX0AwI/AAAAAAAAa98/ops_vdF9GQIiC7-Ep1NdXxZ8DoAhH1kXACLcBGAs/s1600/android.png	(from https://watch--bein.blogspot.com/)
15:12:56	2013/2013	---M--	200	added ('OK')	image/png	etag:%22v6be3%22	https://3.bp.blogspot.com/-I2S0lia_dT4/WylAzMY7LfI/AAAAAAAAa-I/Kccl6gkla9ge8hTiSWwe6sCF4npdcCwwQCLcBGAs/s1600/1.png	C:/Users/DAMERGI/Downloads/watch%20bein/3.bp.blogspot.com/-I2S0lia_dT4/WylAzMY7LfI/AAAAAAAAa-I/Kccl6gkla9ge8hTiSWwe6sCF4npdcCwwQCLcBGAs/s1600/1.png	(from https://watch--bein.blogspot.com/)
15:12:56	99142/99142	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Nov%202022%2014:12:54%20GMT	https://watch--bein.blogspot.com/owl.carousel/ajax-loader.gif	C:/Users/DAMERGI/Downloads/watch%20bein/watch--bein.blogspot.com/owl.carousel/ajax-loader.7.delayed	(from https://watch--bein.blogspot.com/)
15:12:56	3808/3808	---M--	200	added ('OK')	image/png	etag:%22v19d0%22	https://4.bp.blogspot.com/-HtVlQhfsk2w/WrOBQ4StAwI/AAAAAAAAGc8/vDaSmP1PNwQdVNX7pZ0zlUhb5UF5mxFzgCLcBGAs/s110/Nbio79L.png	C:/Users/DAMERGI/Downloads/watch%20bein/4.bp.blogspot.com/-HtVlQhfsk2w/WrOBQ4StAwI/AAAAAAAAGc8/vDaSmP1PNwQdVNX7pZ0zlUhb5UF5mxFzgCLcBGAs/s110/Nbio79L.png	(from https://watch--bein.blogspot.com/)
15:12:57	3962/3962	---M--	200	added ('OK')	image/png	etag:%22v8e9%22	https://4.bp.blogspot.com/-Wv6wjuNHgec/WqKMf4yQJWI/AAAAAAAACOc/uUwNLrWayqkYcOJ7NN7VAdJW4_DgpDyNACLcBGAs/s1600/l-icons-min.png	C:/Users/DAMERGI/Downloads/watch%20bein/4.bp.blogspot.com/-Wv6wjuNHgec/WqKMf4yQJWI/AAAAAAAACOc/uUwNLrWayqkYcOJ7NN7VAdJW4_DgpDyNACLcBGAs/s1600/l-icons-min.png	(from https://watch--bein.blogspot.com/)
15:12:57	96381/96381	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js	C:/Users/DAMERGI/Downloads/watch%20bein/ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js	(from https://watch--bein.blogspot.com/)
15:12:59	1/1	---MC-	200	added ('OK')	text/css	date:Wed,%2023%20Nov%202022%2014:12:55%20GMT	https://www.blogger.com/dyn-css/authorization.css?targetBlogID=3277926284600022974&zx=d8376db2-c0c0-4d62-a2f0-cf1762a5d620	C:/Users/DAMERGI/Downloads/watch%20bein/www.blogger.com/dyn-css/authorization0114.css	(from https://watch--bein.blogspot.com/)
15:12:59	10597/10597	---M--	200	added ('OK')	image/png	etag:%22v6e2c%22	http://2.bp.blogspot.com/-HxJ5WxAs0QQ/W8x7mcCKwDI/AAAAAAAAbis/Jt34iLiLlHg9ng-onSCfJtqV_OEFoeexQCK4BGAYYCw/s1600/SADASD.png	C:/Users/DAMERGI/Downloads/watch%20bein/2.bp.blogspot.com/-HxJ5WxAs0QQ/W8x7mcCKwDI/AAAAAAAAbis/Jt34iLiLlHg9ng-onSCfJtqV_OEFoeexQCK4BGAYYCw/s1600/SADASD.png	(from https://watch--bein.blogspot.com/)
15:12:59	45666/45666	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Mar%202022%2011:01:59%20GMT	https://watch--bein.blogspot.com/p/bein.html	C:/Users/DAMERGI/Downloads/watch%20bein/watch--bein.blogspot.com/p/bein.html	(from https://watch--bein.blogspot.com/)
15:12:59	8558/8558	---M--	200	added ('OK')	image/png	etag:%22v68cc%22	https://4.bp.blogspot.com/-X_uZ1AXcemU/WtFJLcEao8I/AAAAAAAAaMo/wwldSlhmRUIipUHOKO56qqtssfeFzOylgCLcBGAs/s1600/Sports_Global.png	C:/Users/DAMERGI/Downloads/watch%20bein/4.bp.blogspot.com/-X_uZ1AXcemU/WtFJLcEao8I/AAAAAAAAaMo/wwldSlhmRUIipUHOKO56qqtssfeFzOylgCLcBGAs/s1600/Sports_Global.png	(from https://watch--bein.blogspot.com/)
15:13:00	45754/45754	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Mar%202022%2011:01:59%20GMT	https://watch--bein.blogspot.com/p/beinnews.html	C:/Users/DAMERGI/Downloads/watch%20bein/watch--bein.blogspot.com/p/beinnews.html	(from https://watch--bein.blogspot.com/)
15:13:00	9837/9837	---M--	200	added ('OK')	image/png	etag:%22v68cd%22	https://2.bp.blogspot.com/-1fmaOMHjqaM/WtFJLQxGAkI/AAAAAAAAaMs/CsCeRYEXdSE72LkaRiHyKyMgdOJmisr8gCLcBGAs/s1600/Sports_News_ar.png	C:/Users/DAMERGI/Downloads/watch%20bein/2.bp.blogspot.com/-1fmaOMHjqaM/WtFJLQxGAkI/AAAAAAAAaMs/CsCeRYEXdSE72LkaRiHyKyMgdOJmisr8gCLcBGAs/s1600/Sports_News_ar.png	(from https://watch--bein.blogspot.com/)
15:13:01	45261/45261	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Mar%202022%2011:01:59%20GMT	https://watch--bein.blogspot.com/p/bein1.html	C:/Users/DAMERGI/Downloads/watch%20bein/watch--bein.blogspot.com/p/bein1.html	(from https://watch--bein.blogspot.com/)
15:13:01	9849/9849	---M--	200	added ('OK')	image/png	etag:%22v681a%22	https://4.bp.blogspot.com/-L5tcqonCJEI/WryV7yAv8GI/AAAAAAAAaBk/nPnsqNJX64oS72twFhug9UBoHO6AXtHygCLcBGAs/s1600/bein1.png	C:/Users/DAMERGI/Downloads/watch%20bein/4.bp.blogspot.com/-L5tcqonCJEI/WryV7yAv8GI/AAAAAAAAaBk/nPnsqNJX64oS72twFhug9UBoHO6AXtHygCLcBGAs/s1600/bein1.png	(from https://watch--bein.blogspot.com/)
15:13:01	45264/45264	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Mar%202022%2011:01:59%20GMT	https://watch--bein.blogspot.com/p/bein2.html	C:/Users/DAMERGI/Downloads/watch%20bein/watch--bein.blogspot.com/p/bein2.html	(from https://watch--bein.blogspot.com/)
15:13:01	10511/10511	---M--	200	added ('OK')	image/png	etag:%22v6824%22	https://2.bp.blogspot.com/-8vZtbyphJoY/WrzHH4IamzI/AAAAAAAAaB8/d1hxk3XNBHIIwXzQrxhpJN0eb4l5HhlnQCLcBGAs/s1600/2-HD.png	C:/Users/DAMERGI/Downloads/watch%20bein/2.bp.blogspot.com/-8vZtbyphJoY/WrzHH4IamzI/AAAAAAAAaB8/d1hxk3XNBHIIwXzQrxhpJN0eb4l5HhlnQCLcBGAs/s1600/2-HD.png	(from https://watch--bein.blogspot.com/)
